chrom start1 stop1 start2 stop2 strains
1 13961999 13962215 13962012 13962217 12
1 14025110 14025282 14025133 14025301 3
1 14027170 14027521 14028878 14029245 6
1 1413508 1413802 1413512 1413821 10,18
1 14202551 14202880 14204139 14204481 3
1 1440446 1440754 1443995 1444274 16
1 1445296 1445547 1446341 1446603 15
1 1446764 1447298 1446783 1447300 3,11
1 14844959 14845260 14847312 14847634 10
1 14955030 14955357 14960636 14960953 8,15
1 15023475 15023759 15023630 15023935 13
1 15368904 15369127 15373139 15373361 8
1 15398793 15398901 15400482 15400538 7
1 15398698 15398873 15400695 15400990 2,10,12
1 15453638 15453937 15453722 15454040 8,13
1 15581285 15581354 15581307 15581365 3
1 15650734 15650879 15651811 15652016 2
1 15954489 15954724 15954681 15954834 4
1 16123309 16123685 16123874 16124439 6
1 16249190 16249378 16249218 16249403 3
1 16476538 16476854 16476638 16476891 17
1 16564239 16564581 16564352 16564661 3
1 16713520 16713799 16714875 16715086 6
1 1677506 1677811 1680891 1681188 4
1 1694991 1695219 1697521 1697813 18
1 1692768 1693040 1700030 1700316 17
1 1705399 1705618 1709764 1709978 13
1 1705699 1705837 1710617 1710752 2,4
1 17715388 17715579 17717876 17718070 15
1 17772459 17772819 17772490 17772823 1,3,4,5,8,13,15,18,19,20
1 17809901 17810261 17810054 17810373 7
1 1782843 1783169 1783225 1783435 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1 1784539 1784655 1785067 1785235 6
1 1784166 1784393 1785079 1785211 5
1 17955209 17955542 17958006 17958344 9
1 18133788 18133981 18142879 18143092 2
1 18202565 18202981 18202711 18203096 1,3,10,12
1 18487850 18488144 18488999 18489194 1
1 18532488 18532706 18532552 18532710 13,14
1 1849682 1849979 1857843 1858187 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1 1900528 1900799 1903385 1903671 17
1 19077084 19077807 19081050 19081528 1,6,12,17
1 19076701 19076920 19081256 19081495 2
1 19077354 19077739 19081773 19082143 3,5
1 19080675 19080965 19082499 19082749 9,15,16
1 19076756 19077027 19082552 19082879 4,14,18
1 19220441 19220624 19220948 19221209 1,2,3,4,5,8,9,10,11,12,13,14,15,16,18,19,20
1 1922903 1923072 1927508 1927849 3,5,6,7,8,9,11,15,17,18,19
1 19326383 19326514 19326500 19326839 6,7,20
1 19639550 19639768 19639573 19639871 9,20
1 1960830 1961054 1964519 1964806 12
1 19708565 19708759 19709704 19709830 13
1 19941561 19941877 19942867 19943179 16
1 21061391 21061829 21061528 21061883 2,8,10,11,17,20
1 21190100 21190425 21190200 21190508 8
1 21455377 21455731 21455443 21455768 4,9,14
1 21492194 21492481 21492217 21492497 7
1 21493599 21493961 21493785 21494089 4,15,20
1 21499106 21499440 21499118 21499458 4,20
1 21506471 21506839 21506741 21507107 6
1 21517361 21517662 21517655 21517959 10
1 21550333 21550690 21550395 21550741 8,13,15
1 21569635 21569989 21569815 21570161 3
1 21585345 21585669 21585967 21586289 8
1 2201593 2201731 2201596 2201742 20
1 2209045 2209314 2209123 2209353 20
1 2321401 2321679 2324600 2324893 11
1 2409936 2410109 2410412 2410564 20
1 2442017 2442221 2447738 2447885 13
1 2448224 2448357 2451788 2451922 4,19
1 2520754 2521092 2520772 2521121 3
1 2636609 2636847 2636624 2636869 1
1 2635814 2635902 2636991 2637179 12
1 2636618 2636736 2637486 2637569 15
1 2635946 2636230 2638359 2638631 1
1 2639272 2639473 2639465 2639633 17
1 2641471 2641702 2641497 2641730 17
1 2854190 2854374 2854225 2854391 1,3
1 2856123 2856483 2856416 2856729 5
1 2880591 2880900 2882753 2883066 1
1 2883776 2884061 2891369 2891654 1
1 2894650 2894863 2897796 2897907 12
1 2975234 2975436 2975258 2975448 11
1 3046809 3047160 3047688 3048020 8
1 3054946 3055232 3055173 3055444 9
1 308866 309159 309164 309450 7
1 318046 318352 318269 318556 9
1 3197597 3197861 3197694 3198001 17
1 3201507 3201804 3202970 3203323 9
1 322089 322420 324087 324436 19
1 324166 324323 324176 324346 9,10
1 332623 332762 332688 332842 12
1 331091 331297 333678 333925 6,8,12,18
1 3348839 3349112 3348895 3349118 9
1 3372832 3373020 3375740 3375925 14
1 337762 338009 338106 338399 13
1 3638141 3638426 3641159 3641475 14
1 368797 368990 369027 369174 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1 3702039 3702409 3702112 3702507 19
1 3702477 3702571 3702972 3703179 17
1 3760501 3760627 3760890 3761009 8
1 3938989 3939176 3939292 3939377 13
1 3959364 3959485 3959826 3959920 10
1 3961574 3961771 3964943 3965243 14
1 4066741 4067045 4067296 4067645 5
1 4349004 4349251 4352777 4353029 3
1 4389253 4389523 4394942 4395275 19
1 4459504 4459709 4466370 4466546 18
1 4527304 4527595 4531473 4531779 1
1 4558741 4559065 4559982 4560302 6
1 4589801 4590090 4594530 4594731 12
1 4662208 4662366 4662212 4662379 3
1 4750883 4751069 4750900 4751124 1
1 4888578 4888671 4890679 4890769 4
1 4902964 4903197 4905859 4905997 1
1 5094419 5094532 5094426 5094560 11
1 550580 550725 551737 551963 3,4,5,6,7,8,12,16,17,20
1 5905028 5905394 5905685 5905966 10
1 4235 4565 5931 6203 14
1 6067620 6068175 6067693 6068251 2
1 615254 615403 616378 616662 10
1 6499497 6499696 6500057 6500271 16
1 6616132 6616446 6616527 6617045 6
1 6705454 6706430 6705726 6706432 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,18,19,20
1 6769473 6769648 6769490 6770112 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1 6917528 6917702 6917809 6918029 19
1 7012629 7012839 7014460 7014801 5
1 7040476 7040728 7040931 7041080 5
1 7074984 7075061 7079984 7080175 20
1 7075395 7075579 7080630 7080710 1
1 7075686 7075776 7080782 7080875 16
1 7093957 7094224 7097510 7097851 8
1 7569832 7570074 7573659 7573891 19
1 7641106 7641396 7644883 7645213 8
1 762428 762729 765861 766170 8
1 7855361 7855552 7857998 7858337 2,4,6,8,10,11,17,18
1 7856642 7856786 7859328 7859420 4,8
1 7960689 7960825 7961725 7961858 7
1 7969257 7969605 7973180 7973443 7
1 8093678 8093856 8095016 8095330 4
1 8095242 8095337 8095264 8095346 4
1 8460012 8460192 8465881 8466089 17
1 8476536 8476740 8483653 8483841 7
1 8513713 8513790 8514855 8514973 7
1 8659201 8659305 8659212 8659312 12
1 8768377 8768521 8768588 8768739 19
1 8776750 8777055 8781667 8781970 8,15
1 8954337 8954681 8955283 8955617 15
1 8953622 8953740 8957141 8957288 20
1 8961795 8962095 8965988 8966253 14
1 9014411 9014779 9017879 9018369 1,3,5,6,7,8,9,10,11,13,14,15,20
1 9218438 9218846 9221848 9222236 9
1 9303667 9303766 9303671 9303772 6
1 9394383 9394678 9398253 9398562 8
1 9686889 9687054 9687378 9687651 8,16
1 973092 973355 975533 975857 2,5,13
1 9905023 9905208 9905309 9905456 1
1 9930951 9931080 9933769 9934001 5
2 95 229 101 232 2,4,6,11,12,13,14,17,19,20
2 10252542 10252847 10252595 10252947 1,8,9,10,11,16,20
2 10562274 10562361 10562340 10562447 13,15,19
2 10629164 10629304 10632360 10632459 19
2 10688734 10688904 10690730 10690821 2
2 10866452 10866565 10870381 10870586 10,13,15
2 11056224 11056307 11057363 11057462 19
2 11057196 11057390 11057378 11057582 19
2 11285760 11285845 11289245 11289419 1,6,11,16
2 11320335 11320976 11320340 11320983 1,3,6,8,19
2 1138079 1138268 1140842 1141222 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2 1141414 1141784 1142445 1142790 1,2,3,4,5,6,7,8,10,11,13,14,18,20
2 11464499 11464742 11464676 11464925 4
2 1141135 1141232 1151061 1151422 3,5,6,7,10,11,13,15,20
2 1138061 1138268 1151182 1151515 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2 11517079 11517359 11517109 11517380 3,13,15
2 1149363 1149444 1152686 1152870 18
2 12231958 12232161 12236981 12237270 20
2 12347398 12347687 12350170 12350496 18
2 1240509 1241116 1240510 1241215 5
2 1254356 1254634 1257771 1258046 19
2 12639603 12639878 12639814 12640109 8
2 12896715 12897076 12897109 12897521 5
2 13036172 13036493 13038924 13039194 16
2 1306434 1306620 1306445 1306636 7
2 13121734 13122054 13121783 13122104 6
2 13216890 13217193 13220835 13221169 18
2 1323413 1323858 1323480 1323908 5,8,10,12,14
2 14065733 14065922 14068868 14069074 14
2 14224026 14224144 14224053 14224150 2
2 14345214 14345294 14347346 14347587 7,11,15,16,18
2 14427393 14427820 14428682 14429033 7
2 14579140 14579364 14580956 14581107 1,4,8,10,11,12,13,18
2 1462282 1462391 1464578 1464803 9,14
2 15039380 15039675 15042383 15042663 16
2 15099319 15099764 15099598 15099798 2,3,8,11,14,15,17,19,20
2 15182509 15182913 15182568 15182982 8,10,13,16,18,19,20
2 15233678 15233949 15235283 15235491 16
2 15553787 15553851 15553798 15553873 9,19
2 1600278 1600594 1603667 1603947 12
2 1605391 1605596 1605811 1606035 14
2 16065199 16065326 16065228 16065340 12
2 16135444 16135723 16138003 16138289 18
2 16202997 16203229 16204330 16204452 16
2 16289912 16290225 16291712 16291819 6
2 16404521 16404822 16409349 16409647 8
2 16436383 16436623 16436393 16436679 6
2 16506734 16507020 16508337 16508631 16
2 16602502 16602853 16606108 16606480 5,7,8,9,10,11,12,13,14,17
2 16974345 16975560 16974403 16975592 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2 17014650 17014769 17014662 17014910 12
2 17285282 17285505 17285284 17285516 16
2 17431011 17431199 17436166 17436293 2,5,8,15,16
2 17817919 17818149 17817927 17818176 14
2 17880708 17881083 17880766 17881100 4,10,15,18,19
2 18112635 18112739 18112963 18113125 13
2 18194877 18195433 18194885 18195435 14,18,19
2 18352969 18353467 18355939 18356304 3
2 18455773 18455895 18455778 18455926 4
2 18457057 18457160 18460872 18461109 10,13,14
2 18470691 18470910 18473422 18473639 14
2 18632249 18632482 18636022 18636273 20
2 19082035 19082332 19083337 19083579 2
2 19094621 19094843 19094636 19094865 19
2 19094978 19095173 19094987 19095177 18
2 19115280 19115489 19118491 19118713 4,15
2 19119791 19119928 19130581 19130729 1,3,5,8,11,13,14,15,17
2 19123093 19123423 19132736 19132871 1,4,5,6,8,9,11,17,19
2 19155746 19156092 19155840 19156168 9
2 19234240 19234351 19234260 19234359 12
2 1966462 1966642 1966520 1966657 1,4,7,8,10,18,19
2 19699307 19699506 19699834 19700004 11
2 19713366 19713532 19713380 19713539 5
2 1977360 1977676 1977722 1978056 18
2 19802761 19803049 19803224 19803507 16
2 19902159 19902465 19902220 19902504 15,16
2 19895648 19895900 19903770 19904005 8,18
2 19896087 19896480 19903895 19904340 7,16,19
2 19981261 19981317 19982574 19982760 9
2 20054932 20055787 20058492 20059291 2,3,4,5,6,7,8,9,11,14,15,16,18,19
2 20114765 20115104 20115024 20115343 15
2 199394 199867 202336 202674 6
2 20297479 20297702 20297485 20297708 1,20
2 20478339 20478674 20478361 20478690 6
2 20641856 20642253 20643157 20643249 6,9,13
2 20765599 20765863 20765611 20765877 6
2 20904548 20904850 20906089 20906405 11
2 20997893 20997980 20997909 20998009 2
2 21016876 21017178 21018836 21019135 5
2 21039028 21039262 21039046 21039282 8
2 2125002 2125262 2125195 2125513 4
2 21534537 21535090 21534595 21535166 14
2 21549837 21550158 21551217 21551556 8
2 21580118 21580419 21583381 21583683 1,4,5,12,14,16,17
2 21584255 21584498 21584405 21584502 1,2,13
2 21609812 21610144 21613603 21613881 8
2 22215418 22215755 22218201 22218538 10,13,18
2 22256604 22256701 22260723 22260826 15
2 22284852 22284965 22284943 22285084 11
2 22380914 22381141 22385566 22385828 16
2 22524093 22524206 22524150 22524246 8
2 22524036 22524318 22528167 22528358 10
2 22542683 22542822 22547300 22547497 3
2 22548108 22548370 22549415 22549636 19
2 22548237 22548620 22550029 22550326 14
2 22908850 22908968 22910211 22910316 14
2 23063670 23063897 23063773 23063911 2,9,10,13,14,15
2 23062337 23062628 23066230 23066490 14
2 23083756 23084140 23083926 23084301 9,15
2 23117265 23117435 23117382 23117516 8
2 23132385 23132798 23145222 23145527 1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,20
2 23167335 23167548 23172539 23172698 2
2 23194435 23194498 23208112 23208240 1
2 23345231 23345572 23350670 23350998 15,16
2 23409972 23410512 23409973 23410565 4
2 2340323 2340442 2344070 2344194 13
2 23499705 23499981 23499897 23500091 1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2 23517621 23517680 23520850 23521003 5
2 23525381 23525633 23525395 23525642 4,8,20
2 23658641 23658879 23658673 23658884 2,5,20
2 23863786 23864148 23865734 23866105 10
2 24061651 24061842 24065409 24065627 8
2 24167639 24167778 24179828 24179966 2,5,8,15,16,19
2 24168161 24168430 24180281 24180492 10,20
2 24245125 24245416 24247700 24247976 13
2 24251475 24251609 24251496 24251623 2
2 255257 255432 255266 255447 10
2 282618 282860 283192 283467 14
2 3020851 3021085 3024061 3024302 16
2 3210832 3210908 3212558 3212650 5
2 3910469 3910832 3915551 3915856 3
2 3916219 3916461 3916753 3917056 4
2 3910549 3910866 3920079 3920390 8,10,16
2 4055820 4055943 4055843 4055970 10
2 4182425 4182712 4185119 4185415 4
2 4194179 4194388 4194214 4194475 4
2 4226525 4226957 4228247 4229062 3,4,9,11,20
2 4252489 4252798 4253196 4253490 19
2 4642629 4642910 4644708 4644979 2
2 549434 549733 552351 552632 18
2 6032981 6033097 6035312 6035588 1,3,5,6,17
2 6051986 6052264 6053343 6053665 18
2 6098227 6098313 6104386 6104564 5
2 6188669 6189002 6190499 6190812 10
2 6295662 6295948 6295670 6295955 19
2 653591 653886 654379 654688 7
2 6929201 6929450 6932613 6932814 2
2 7123167 7123495 7124919 7125232 11
2 727043 727311 727090 727352 4
2 7297924 7298043 7299037 7299216 1
2 7388511 7388733 7390650 7390905 20
2 7684594 7684776 7684922 7685149 11
2 7800191 7800387 7810264 7810449 8
2 7868703 7868863 7868711 7868889 10
2 791134 791388 791135 791403 7
2 79251 79583 79507 79816 19
2 8006114 8006255 8025547 8025609 4
2 8093102 8093320 8093228 8093431 20
2 8101650 8101854 8101902 8102022 15,19
2 80515 80613 82037 82139 9
2 8418765 8419029 8421729 8421994 20
2 8498341 8498514 8512457 8513130 8
2 8508493 8508625 8513111 8513193 1
2 8500236 8500515 8513315 8513895 8
2 8507883 8508187 8513599 8514355 13
2 8506572 8507213 8513785 8514363 8
2 8502674 8503589 8515452 8516515 8,10
2 8506169 8506941 8515565 8515880 16
2 8502361 8502927 8517117 8517417 8
2 8506219 8506430 8517931 8518113 1
2 8505092 8506139 8518013 8519020 2,8,11
2 8508456 8508876 8518155 8518355 8
2 8497461 8498059 8518667 8519120 8
2 8500624 8500772 8518772 8519186 1
2 8506253 8506919 8518777 8519133 13
2 8502448 8503253 8518887 8519388 8
2 8504341 8504719 8519049 8519586 8
2 8500848 8501422 8519459 8520189 11
2 8500705 8501011 8520297 8520531 2
2 8506776 8507738 8520302 8520938 1
2 8504443 8505167 8520627 8520944 8
2 8500872 8501546 8521181 8521640 10
2 8505627 8506574 8521285 8522177 8,13
2 8500015 8500622 8521316 8521943 2
2 8497398 8498626 8521399 8521697 8
2 8500416 8500977 8522363 8522666 8
2 8504448 8504908 8522665 8523089 10
2 8508231 8508724 8523294 8523810 4
2 8505317 8506307 8523601 8524857 1,8
2 8502756 8503632 8524267 8526072 13
2 8502118 8502457 8524938 8525442 1
2 8508383 8508564 8525769 8526265 2
2 8501627 8501861 8526404 8526534 8
2 9128241 9128404 9130291 9130392 18
2 9201044 9201668 9201134 9201725 4
2 9291091 9291222 9292520 9292617 17
2 9292535 9292621 9295770 9295839 1
2 9981472 9981890 9984651 9984848 3
3 10321096 10321351 10325510 10325786 14
3 1063258 1063522 1064286 1064567 2
3 10718598 10718706 10718631 10718758 7
3 11621736 11621958 11621840 11622092 1
3 12033803 12033985 12033854 12034137 1,7
3 1216223 1216486 1216318 1216543 5
3 1227172 1227265 1227445 1227595 2
3 12434378 12434606 12438936 12439189 20
3 12696279 12696454 12696296 12696476 8,14
3 12694264 12695132 12697200 12697515 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3 12842698 12842794 12851680 12851812 20
3 12876230 12876465 12879927 12880163 20
3 12880752 12881032 12884268 12884563 8
3 12912587 12912935 12913315 12913682 3
3 12927739 12927927 12929399 12929697 3
3 13114090 13114377 13117863 13118193 15
3 13298851 13299533 13300927 13301412 4,6,7,9,11,12,13,14,17
3 13451797 13452164 13454643 13454925 4
3 13524577 13524862 13527191 13527472 12
3 13585813 13586064 13588584 13588868 4
3 1413531 1413683 1416421 1416574 12
3 14178683 14179290 14179155 14179366 4
3 14357621 14357933 14359021 14359352 7
3 14545686 14546000 14546976 14547280 18
3 14628832 14629024 14632026 14632283 6
3 14900212 14900985 14900302 14901009 1,2,3,4,7,13,18,19
3 14962216 14962388 14962234 14962397 14
3 15121183 15121504 15121352 15121661 16
3 15349431 15349731 15349453 15349736 11
3 15386220 15386310 15386226 15386332 5
3 15417389 15417581 15417397 15417593 13
3 15583465 15583698 15583641 15583900 7
3 157219 157539 157230 157568 8,9,13
3 16588657 16588969 16588775 16589187 9
3 16651182 16651480 16651484 16651763 14
3 16873392 16873576 16884038 16884309 13
3 16891031 16891812 16893182 16893884 6
3 16910229 16910330 16910234 16910334 10
3 17048544 17048678 17048941 17049108 16
3 17061683 17062024 17064887 17065041 15
3 17208204 17208464 17210242 17210589 8
3 1736129 1736260 1736143 1736278 20
3 17479404 17479515 17481739 17481879 15
3 18022994 18023262 18024021 18024288 16
3 18838468 18838711 18838504 18838729 16
3 18901587 18902263 18905655 18906029 1,2,3,4,5,6,7,8,10,11,14,15,18
3 18902495 18902828 18906318 18906695 13,17
3 18960678 18961167 18965771 18966455 4,10,13
3 18961360 18962320 18966521 18967215 3,9
3 18965005 18965072 18969364 18969470 8
3 19071626 19071939 19074881 19075153 3
3 19086749 19087066 19087057 19087348 4
3 19406535 19406769 19408419 19408712 1
3 19524820 19525097 19530212 19530494 11
3 19554914 19555197 19560103 19560392 19
3 1972240 1972500 1972389 1972734 5,6
3 19882164 19882497 19884994 19885309 2,5,20
3 19912399 19912697 19912701 19913528 13,18
3 20167250 20167709 20168285 20168765 1,3,4,5,6,7,8,9,10,13,15,16,17,19,20
3 2037028 2037238 2037039 2037246 5
3 20624799 20625040 20627311 20627528 20
3 20675614 20675864 20675700 20675914 15
3 20734605 20734890 20734854 20734960 17
3 20804400 20804711 20805016 20805302 2
3 20871791 20872099 20881850 20882148 19
3 21020433 21020796 21020804 21021122 5
3 2102352 2102621 2110307 2110557 13
3 21334760 21334908 21339971 21340128 1
3 214357 214613 214375 214676 16,18
3 21554995 21555139 21555323 21555549 1
3 21677509 21677799 21677531 21677811 7
3 21759352 21759808 21761198 21761457 6
3 21783295 21783544 21783299 21783552 1
3 2191093 2191228 2191141 2191344 5
3 21980294 21980597 21980400 21980727 9
3 22272521 22272685 22273530 22273682 6
3 22289040 22289366 22289096 22289730 5,20
3 22341162 22341458 22342699 22342992 14
